trend_id,school_id,academic_year,num_applications,num_accepted,num_enrolled,acceptance_rate,enrollment_rate,country
NGA_SCH_001351_ADM_2020,NGA_SCH_001351,2020/2021,937,604,448,0.644775068,0.742781188,Nigeria
NGA_SCH_009879_ADM_2019,NGA_SCH_009879,2019/2020,1947,1047,988,0.538039324,0.944063398,Nigeria
NGA_SCH_001776_ADM_2018,NGA_SCH_001776,2018/2019,950,886,631,0.932743512,0.712468135,Nigeria
NGA_SCH_011251_ADM_2016,NGA_SCH_011251,2016/2017,178,102,84,0.573399236,0.833017427,Nigeria
NGA_SCH_004432_ADM_2021,NGA_SCH_004432,2021/2022,1637,805,645,0.491933355,0.802341086,Nigeria
NGA_SCH_008768_ADM_2024,NGA_SCH_008768,2024/2025,319,206,163,0.647136837,0.792349626,Nigeria
NGA_SCH_001554_ADM_2023,NGA_SCH_001554,2023/2024,91,49,45,0.549004276,,Nigeria
NGA_SCH_006799_ADM_2016,NGA_SCH_006799,2016/2017,1300,774,705,0.596022087,,Nigeria
NGA_SCH_010130_ADM_2019,NGA_SCH_010130,2019/2020,125,93,72,0.749231407,0.778146193,Nigeria
NGA_SCH_010506_ADM_2018,NGA_SCH_010506,2018/2019,1483,1369,1129,0.923272615,0.825075832,Nigeria
NGA_SCH_005543_ADM_2020,NGA_SCH_005543,2020/2021,1524,1318,1133,0.865285339,0.860276201,Nigeria
NGA_SCH_011634_ADM_2020,NGA_SCH_011634,2020/2021,1574,1356,1011,0.861531636,0.745781535,Nigeria
NGA_SCH_009885_ADM_2016,NGA_SCH_009885,2016/2017,985,581,409,0.590508628,0.704129856,Nigeria
NGA_SCH_008932_ADM_2019,NGA_SCH_008932,2019/2020,1654,981,694,0.593295723,0.708313998,Nigeria
NGA_SCH_001658_ADM_2021,NGA_SCH_001658,2021/2022,1478,858,647,0.580717943,0.754920363,Nigeria
NGA_SCH_007380_ADM_2021,NGA_SCH_007380,2021/2022,855,385,298,0.451316247,0.774649742,Nigeria
NGA_SCH_002605_ADM_2022,NGA_SCH_002605,2022/2023,1988,1144,820,0.575633058,0.717253412,Nigeria
NGA_SCH_011733_ADM_2018,NGA_SCH_011733,2018/2019,1013,637,447,0.629159612,0.701939336,Nigeria
NGA_SCH_009636_ADM_2020,NGA_SCH_009636,2020/2021,133,116,99,0.878416504,0.858543296,Nigeria
NGA_SCH_007711_ADM_2021,NGA_SCH_007711,2021/2022,1230,1127,1011,0.916965135,0.897835564,Nigeria
NGA_SCH_011065_ADM_2023,NGA_SCH_011065,2023/2024,254,106,76,0.418782634,0.726072344,Nigeria
NGA_SCH_011498_ADM_2022,NGA_SCH_011498,2022/2023,613,302,217,0.494243578,0.720190884,Nigeria
NGA_SCH_010580_ADM_2020,NGA_SCH_010580,2020/2021,1357,765,633,0.563995895,0.828124402,Nigeria
NGA_SCH_003115_ADM_2023,NGA_SCH_003115,2023/2024,310,260,211,0.841244381,0.813414272,Nigeria
NGA_SCH_003788_ADM_2021,NGA_SCH_003788,2021/2022,681,546,487,0.802848039,0.893167467,Nigeria
NGA_SCH_005085_ADM_2017,NGA_SCH_005085,2017/2018,1632,731,677,0.447954971,0.926592419,Nigeria
NGA_SCH_005087_ADM_2023,NGA_SCH_005087,2023/2024,1165,676,586,0.580572772,0.86750697,Nigeria
NGA_SCH_009562_ADM_2024,NGA_SCH_009562,2024/2025,166,153,134,0.92468454,0.879657158,Nigeria
NGA_SCH_008904_ADM_2019,NGA_SCH_008904,2019/2020,1218,511,446,0.419731703,0.873021343,Nigeria
NGA_SCH_010132_ADM_2023,NGA_SCH_010132,2023/2024,,1244,931,0.724590056,0.749159241,Nigeria
NGA_SCH_010657_ADM_2020,NGA_SCH_010657,2020/2021,438,321,287,0.734241015,0.895998979,Nigeria
NGA_SCH_004340_ADM_2019,NGA_SCH_004340,2019/2020,1681,1088,780,0.647740031,0.717113327,Nigeria
NGA_SCH_001923_ADM_2022,NGA_SCH_001923,2022/2023,318,270,218,0.849706731,0.809977013,Nigeria
NGA_SCH_001907_ADM_2019,NGA_SCH_001907,2019/2020,740,566,529,0.764996252,0.935479178,Nigeria
NGA_SCH_004589_ADM_2019,NGA_SCH_004589,2019/2020,1366,1044,868,0.764499037,0.831794298,Nigeria
NGA_SCH_009012_ADM_2024,NGA_SCH_009012,2024/2025,828,707,604,0.854272159,0.854764473,Nigeria
NGA_SCH_002632_ADM_2022,NGA_SCH_002632,2022/2023,1566,1475,1225,0.942205738,0.830597993,Nigeria
NGA_SCH_001708_ADM_2023,NGA_SCH_001708,2023/2024,726,425,338,0.585601615,0.797119438,Nigeria
NGA_SCH_010001_ADM_2017,NGA_SCH_010001,2017/2018,611,419,362,,0.864343961,Nigeria
NGA_SCH_000099_ADM_2020,NGA_SCH_000099,2020/2021,1657,1240,889,0.748757217,0.717733054,Nigeria
NGA_SCH_010495_ADM_2018,NGA_SCH_010495,2018/2019,1686,979,792,0.581106813,0.809776717,Nigeria
NGA_SCH_009286_ADM_2024,NGA_SCH_009286,2024/2025,792,741,672,0.935685292,0.908107522,Nigeria
NGA_SCH_001633_ADM_2024,NGA_SCH_001633,2024/2025,1325,798,564,0.602409219,0.70708339,Nigeria
NGA_SCH_005221_ADM_2018,NGA_SCH_005221,2018/2019,1004,434,367,0.432423087,0.846303953,Nigeria
NGA_SCH_010361_ADM_2021,NGA_SCH_010361,2021/2022,1773,1116,943,0.629879878,0.845616965,Nigeria
NGA_SCH_001291_ADM_2017,NGA_SCH_001291,2017/2018,288,125,109,0.434126188,0.877373718,Nigeria
NGA_SCH_000762_ADM_2020,NGA_SCH_000762,2020/2021,1659,1275,1008,0.768938453,0.790603063,Nigeria
NGA_SCH_000053_ADM_2018,NGA_SCH_000053,2018/2019,1600,1296,972,0.810210357,0.750089786,Nigeria
NGA_SCH_010074_ADM_2024,NGA_SCH_010074,2024/2025,1008,599,428,0.594789142,0.715855052,Nigeria
NGA_SCH_005482_ADM_2021,NGA_SCH_005482,2021/2022,926,373,301,0.403046597,0.809000284,Nigeria
NGA_SCH_000297_ADM_2021,NGA_SCH_000297,2021/2022,1015,676,564,0.6667901,0.835206766,Nigeria
NGA_SCH_006814_ADM_2019,NGA_SCH_006814,2019/2020,1023,672,529,0.657493946,0.787666082,Nigeria
NGA_SCH_010699_ADM_2024,NGA_SCH_010699,2024/2025,1290,552,408,0.428325934,0.739917287,Nigeria
NGA_SCH_001160_ADM_2020,NGA_SCH_001160,2020/2021,1768,1428,1297,0.808117964,0.908812426,Nigeria
NGA_SCH_003257_ADM_2016,NGA_SCH_003257,2016/2017,280,168,156,0.600656843,0.929090824,Nigeria
NGA_SCH_002125_ADM_2024,NGA_SCH_002125,2024/2025,797,696,580,0.873687632,0.834025056,Nigeria
NGA_SCH_011430_ADM_2018,NGA_SCH_011430,2018/2019,464,390,301,0.840664723,0.772164052,Nigeria
NGA_SCH_002269_ADM_2014,NGA_SCH_002269,2014/2015,649,524,413,0.808644503,0.788788364,Nigeria
NGA_SCH_002312_ADM_2021,NGA_SCH_002312,2021/2022,869,433,410,0.498532831,0.948191493,Nigeria
NGA_SCH_005234_ADM_2023,NGA_SCH_005234,2023/2024,617,426,347,0.690959852,0.815311284,Nigeria
NGA_SCH_006694_ADM_2022,NGA_SCH_006694,2022/2023,1204,536,389,0.445531648,0.72720691,Nigeria
NGA_SCH_003055_ADM_2021,NGA_SCH_003055,2021/2022,82,33,30,0.406849055,0.937661437,Nigeria
NGA_SCH_009834_ADM_2020,NGA_SCH_009834,2020/2021,1741,783,625,0.449913609,0.799266872,Nigeria
NGA_SCH_001663_ADM_2017,NGA_SCH_001663,2017/2018,1982,1285,1203,0.648340871,0.9368993,Nigeria
NGA_SCH_000716_ADM_2021,NGA_SCH_000716,2021/2022,1202,954,845,0.794452789,0.886270043,Nigeria
NGA_SCH_007116_ADM_2019,NGA_SCH_007116,2019/2020,994,558,527,0.562086142,,Nigeria
NGA_SCH_001317_ADM_2016,NGA_SCH_001317,2016/2017,945,598,445,0.633461559,0.745616419,Nigeria
NGA_SCH_008857_ADM_2018,NGA_SCH_008857,2018/2019,636,376,342,0.592515725,0.910218997,Nigeria
NGA_SCH_003643_ADM_2021,NGA_SCH_003643,2021/2022,559,429,312,0.768132112,0.727639143,Nigeria
NGA_SCH_001144_ADM_2020,NGA_SCH_001144,2020/2021,1059,492,426,0.465348936,0.867478505,Nigeria
NGA_SCH_004499_ADM_2017,NGA_SCH_004499,2017/2018,1912,1619,1294,0.847033434,0.799673545,Nigeria
NGA_SCH_011058_ADM_2023,NGA_SCH_011058,2023/2024,1386,737,563,0.532333262,0.76521065,Nigeria
NGA_SCH_006713_ADM_2024,NGA_SCH_006713,2024/2025,656,,410,,0.726274063,Nigeria
NGA_SCH_007419_ADM_2023,NGA_SCH_007419,2023/2024,948,512,479,0.54056534,0.93721836,Nigeria
NGA_SCH_009165_ADM_2023,NGA_SCH_009165,2023/2024,1800,1091,911,0.60628617,0.835765929,Nigeria
NGA_SCH_004832_ADM_2017,NGA_SCH_004832,2017/2018,978,829,759,0.848460291,0.915812468,Nigeria
NGA_SCH_010896_ADM_2017,NGA_SCH_010896,2017/2018,1824,1176,936,0.645147563,0.796160616,Nigeria
NGA_SCH_004942_ADM_2018,NGA_SCH_004942,2018/2019,567,341,284,0.602615273,0.834944777,Nigeria
NGA_SCH_006567_ADM_2024,NGA_SCH_006567,2024/2025,1376,747,538,0.543172262,0.720717678,Nigeria
NGA_SCH_003719_ADM_2017,NGA_SCH_003719,2017/2018,1598,1324,1133,0.828894387,0.855843343,Nigeria
NGA_SCH_000180_ADM_2024,NGA_SCH_000180,2024/2025,1268,733,637,0.578381158,0.869120937,Nigeria
NGA_SCH_011632_ADM_2017,NGA_SCH_011632,2017/2018,1769,1663,1495,0.940249393,0.899544042,Nigeria
NGA_SCH_006698_ADM_2017,NGA_SCH_006698,2017/2018,267,213,195,0.800978338,0.917442796,Nigeria
NGA_SCH_009186_ADM_2022,NGA_SCH_009186,2022/2023,849,363,321,0.427909841,0.886650511,Nigeria
NGA_SCH_004010_ADM_2021,NGA_SCH_004010,2021/2022,,282,203,0.807043773,0.722864699,Nigeria
NGA_SCH_001294_ADM_2019,NGA_SCH_001294,2019/2020,908,699,627,,0.897477438,Nigeria
NGA_SCH_011187_ADM_2019,NGA_SCH_011187,2019/2020,849,443,379,0.521797902,0.855760818,Nigeria
NGA_SCH_000721_ADM_2023,NGA_SCH_000721,2023/2024,78,59,47,0.765042791,0.807345999,Nigeria
NGA_SCH_001226_ADM_2023,NGA_SCH_001226,2023/2024,1233,906,657,0.735589686,0.725550803,Nigeria
NGA_SCH_001281_ADM_2015,NGA_SCH_001281,2015/2016,1867,1304,1232,0.698574913,0.945513036,Nigeria
NGA_SCH_004825_ADM_2016,NGA_SCH_004825,2016/2017,1194,612,436,0.512727553,0.713865955,Nigeria
NGA_SCH_008310_ADM_2023,NGA_SCH_008310,2023/2024,1892,,854,0.514793546,0.878289567,Nigeria
NGA_SCH_000667_ADM_2021,NGA_SCH_000667,2021/2022,655,307,248,0.470175182,0.808176229,Nigeria
NGA_SCH_008695_ADM_2020,NGA_SCH_008695,2020/2021,98,70,62,0.724486602,0.886252102,Nigeria
NGA_SCH_008740_ADM_2022,NGA_SCH_008740,2022/2023,1547,1169,833,0.756044275,0.713336539,Nigeria
NGA_SCH_011726_ADM_2021,NGA_SCH_011726,2021/2022,491,247,232,0.504715886,0.940233777,Nigeria
NGA_SCH_010656_ADM_2022,NGA_SCH_010656,2022/2023,1423,791,,0.556027594,0.752415415,Nigeria
NGA_SCH_007094_ADM_2017,NGA_SCH_007094,2017/2018,715,389,320,0.544455989,0.82272302,Nigeria
NGA_SCH_010522_ADM_2022,NGA_SCH_010522,2022/2023,1483,652,506,0.43976577,0.777400926,Nigeria
NGA_SCH_008778_ADM_2021,NGA_SCH_008778,2021/2022,194,99,70,0.512196491,0.709077814,Nigeria
NGA_SCH_009356_ADM_2016,NGA_SCH_009356,2016/2017,606,441,335,0.727895299,0.75984676,Nigeria
NGA_SCH_001502_ADM_2024,NGA_SCH_001502,2024/2025,969,517,456,0.534494895,0.883638323,Nigeria
NGA_SCH_007389_ADM_2019,NGA_SCH_007389,2019/2020,1308,634,584,0.484899175,0.922383035,Nigeria
NGA_SCH_010758_ADM_2018,NGA_SCH_010758,2018/2019,986,,491,0.681000203,0.732728918,Nigeria
NGA_SCH_006054_ADM_2017,NGA_SCH_006054,2017/2018,930,785,577,0.844648253,0.735831898,Nigeria
NGA_SCH_003060_ADM_2023,NGA_SCH_003060,2023/2024,1780,1669,1461,0.937778552,0.87552158,Nigeria
NGA_SCH_002842_ADM_2024,NGA_SCH_002842,2024/2025,924,800,737,0.866777555,0.921302213,Nigeria
NGA_SCH_002116_ADM_2024,NGA_SCH_002116,2024/2025,1328,1164,933,0.876931704,0.801680961,Nigeria
NGA_SCH_002149_ADM_2017,NGA_SCH_002149,2017/2018,1314,656,497,0.499936313,0.758195893,Nigeria
NGA_SCH_002025_ADM_2018,NGA_SCH_002025,2018/2019,1519,1267,1144,0.834463949,0.903126336,Nigeria
NGA_SCH_003701_ADM_2022,NGA_SCH_003701,2022/2023,424,306,230,0.723461099,0.751677144,Nigeria
NGA_SCH_001657_ADM_2022,NGA_SCH_001657,2022/2023,202,89,84,0.44484605,0.94872353,Nigeria
NGA_SCH_005611_ADM_2019,NGA_SCH_005611,2019/2020,1667,675,496,0.405398959,0.73616068,Nigeria
NGA_SCH_002302_ADM_2019,NGA_SCH_002302,2019/2020,805,425,376,0.5286385,0.886499555,Nigeria
NGA_SCH_008550_ADM_2021,NGA_SCH_008550,2021/2022,490,260,190,0.530888611,0.731392627,Nigeria
NGA_SCH_010635_ADM_2021,NGA_SCH_010635,2021/2022,1790,1626,1467,0.908667309,0.902643946,Nigeria
NGA_SCH_001001_ADM_2021,NGA_SCH_001001,2021/2022,713,629,499,0.883144702,0.794237478,Nigeria
NGA_SCH_008819_ADM_2021,NGA_SCH_008819,2021/2022,149,139,104,0.938802013,0.752914887,Nigeria
NGA_SCH_007229_ADM_2020,NGA_SCH_007229,2020/2021,284,173,128,0.609437928,0.74447417,Nigeria
NGA_SCH_007176_ADM_2023,NGA_SCH_007176,2023/2024,917,574,540,0.626411064,0.941291794,
NGA_SCH_002265_ADM_2019,NGA_SCH_002265,2019/2020,331,139,98,0.422411113,0.705081612,Nigeria
NGA_SCH_003824_ADM_2019,NGA_SCH_003824,2019/2020,1951,1110,868,0.569017636,0.782231395,Nigeria
NGA_SCH_006162_ADM_2022,NGA_SCH_006162,2022/2023,655,525,440,0.802030083,0.838848267,Nigeria
NGA_SCH_003079_ADM_2022,NGA_SCH_003079,2022/2023,1461,1216,,0.832348492,0.710329099,Nigeria
NGA_SCH_000433_ADM_2022,NGA_SCH_000433,2022/2023,1525,1233,1027,0.808926395,0.83299708,Nigeria
NGA_SCH_002678_ADM_2023,NGA_SCH_002678,2023/2024,,235,193,0.452726438,0.823579484,Nigeria
NGA_SCH_010991_ADM_2021,NGA_SCH_010991,2021/2022,360,260,212,0.722240367,0.817007378,Nigeria
NGA_SCH_006721_ADM_2018,NGA_SCH_006721,2018/2019,1117,663,575,0.593898319,0.867471144,Nigeria
NGA_SCH_002727_ADM_2022,NGA_SCH_002727,2022/2023,714,592,547,0.829423965,0.924562725,Nigeria
NGA_SCH_006451_ADM_2022,NGA_SCH_006451,2022/2023,182,169,144,0.93042953,0.85219621,
NGA_SCH_004143_ADM_2020,NGA_SCH_004143,2020/2021,1254,676,526,,0.779186038,Nigeria
NGA_SCH_002451_ADM_2022,NGA_SCH_002451,2022/2023,993,,306,0.431399697,0.717086576,Nigeria
NGA_SCH_010186_ADM_2022,NGA_SCH_010186,2022/2023,1232,969,753,0.786916391,0.777998251,Nigeria
NGA_SCH_008101_ADM_2017,NGA_SCH_008101,2017/2018,1814,1350,1082,0.744336108,0.801994245,Nigeria
NGA_SCH_005433_ADM_2017,NGA_SCH_005433,2017/2018,1196,1040,782,0.869747363,0.752064548,Nigeria
NGA_SCH_010100_ADM_2014,NGA_SCH_010100,2014/2015,1071,467,333,0.436507716,0.714454873,Nigeria
NGA_SCH_007979_ADM_2019,NGA_SCH_007979,2019/2020,1249,1011,933,0.809924463,0.922893212,Nigeria
NGA_SCH_005796_ADM_2016,NGA_SCH_005796,2016/2017,,608,550,0.783965811,,Nigeria
NGA_SCH_008265_ADM_2023,NGA_SCH_008265,2023/2024,1539,1026,852,0.667243093,0.831207246,Nigeria
NGA_SCH_006317_ADM_2017,NGA_SCH_006317,2017/2018,1260,870,,0.690752164,0.908789805,Nigeria
NGA_SCH_001933_ADM_2021,NGA_SCH_001933,2021/2022,1298,662,514,0.510082939,0.776911952,Nigeria
NGA_SCH_007240_ADM_2023,NGA_SCH_007240,2023/2024,137,84,,0.619793727,0.776683389,Nigeria
NGA_SCH_003841_ADM_2015,NGA_SCH_003841,2015/2016,1939,1687,1353,0.870529235,0.802494837,Nigeria
NGA_SCH_004672_ADM_2024,NGA_SCH_004672,2024/2025,1494,1019,910,0.682606784,0.893408733,Nigeria
NGA_SCH_007440_ADM_2016,NGA_SCH_007440,2016/2017,345,154,131,0.448637652,0.856299787,Nigeria
NGA_SCH_002359_ADM_2019,NGA_SCH_002359,2019/2020,1526,1127,789,0.739159771,0.700807221,Nigeria
NGA_SCH_000636_ADM_2017,NGA_SCH_000636,2017/2018,1023,702,586,0.686998636,0.834858589,Nigeria
NGA_SCH_007058_ADM_2024,NGA_SCH_007058,2024/2025,472,219,165,0.464618153,0.756773799,Nigeria
NGA_SCH_008817_ADM_2023,NGA_SCH_008817,2023/2024,1666,1168,1097,0.701334007,0.939507975,Nigeria
NGA_SCH_004190_ADM_2024,NGA_SCH_004190,2024/2025,532,428,379,0.804971659,0.887187934,Nigeria
NGA_SCH_007417_ADM_2017,NGA_SCH_007417,2017/2018,140,87,68,0.625228692,0.787933228,Nigeria
NGA_SCH_003450_ADM_2024,NGA_SCH_003450,2024/2025,1464,1200,856,0.820089057,0.713701393,Nigeria
NGA_SCH_007230_ADM_2021,NGA_SCH_007230,2021/2022,1253,959,861,0.765683623,0.898233018,Nigeria
NGA_SCH_010837_ADM_2016,NGA_SCH_010837,2016/2017,269,206,185,0.769037223,0.902387601,Nigeria
NGA_SCH_004879_ADM_2021,NGA_SCH_004879,2021/2022,76,41,33,0.548824441,0.820021763,Nigeria
NGA_SCH_003105_ADM_2018,NGA_SCH_003105,2018/2019,98,42,30,0.431719259,0.723116957,Nigeria
NGA_SCH_010901_ADM_2022,NGA_SCH_010901,2022/2023,1795,796,680,0.443877955,0.855240521,
NGA_SCH_009933_ADM_2015,NGA_SCH_009933,2015/2016,725,638,530,0.881288414,0.831724893,Nigeria
NGA_SCH_004279_ADM_2020,NGA_SCH_004279,2020/2021,755,601,502,0.796664959,0.835833716,Nigeria
NGA_SCH_009892_ADM_2020,NGA_SCH_009892,2020/2021,1881,1060,842,0.563889676,0.794800615,Nigeria
NGA_SCH_004435_ADM_2024,NGA_SCH_004435,2024/2025,1676,1452,1170,,0.8061752,Nigeria
NGA_SCH_010098_ADM_2017,NGA_SCH_010098,2017/2018,157,139,119,0.886136236,0.859535391,Nigeria
NGA_SCH_001947_ADM_2019,NGA_SCH_001947,2019/2020,1553,1429,1057,0.920232565,0.739816765,Nigeria
NGA_SCH_008465_ADM_2024,NGA_SCH_008465,2024/2025,663,617,569,0.931029184,0.923151257,Nigeria
NGA_SCH_001463_ADM_2019,NGA_SCH_001463,2019/2020,859,,439,0.637226142,0.802776531,Nigeria
NGA_SCH_011451_ADM_2024,NGA_SCH_011451,2024/2025,1368,560,446,0.409837334,0.797423784,Nigeria
NGA_SCH_002839_ADM_2024,NGA_SCH_002839,2024/2025,1528,1296,1038,0.848538973,0.801656578,Nigeria
NGA_SCH_006867_ADM_2021,NGA_SCH_006867,2021/2022,1138,801,608,0.704187282,0.759615146,Nigeria
NGA_SCH_003480_ADM_2021,NGA_SCH_003480,2021/2022,360,274,214,0.762495273,0.782997024,Nigeria
NGA_SCH_000645_ADM_2017,NGA_SCH_000645,2017/2018,382,256,219,0.671081743,0.858320878,Nigeria
NGA_SCH_009490_ADM_2022,NGA_SCH_009490,2022/2023,918,863,709,0.94091424,0.822568938,Nigeria
NGA_SCH_004618_ADM_2018,NGA_SCH_004618,2018/2019,1566,711,602,0.454455718,0.847454771,Nigeria
NGA_SCH_001158_ADM_2022,NGA_SCH_001158,2022/2023,1801,1348,996,0.748972465,0.739064579,Nigeria
NGA_SCH_005527_ADM_2018,NGA_SCH_005527,2018/2019,1513,1391,1200,0.919369801,0.86305907,Nigeria
NGA_SCH_005832_ADM_2019,NGA_SCH_005832,2019/2020,235,217,191,0.925491608,0.881830661,Nigeria
NGA_SCH_003230_ADM_2020,NGA_SCH_003230,2020/2021,884,805,574,0.91117231,0.713483497,Nigeria
NGA_SCH_003817_ADM_2024,NGA_SCH_003817,2024/2025,1169,788,581,0.674548181,0.738478864,Nigeria
NGA_SCH_010317_ADM_2020,NGA_SCH_010317,2020/2021,1731,1386,1135,0.800826488,0.819115356,Nigeria
NGA_SCH_002261_ADM_2019,NGA_SCH_002261,2019/2020,588,472,348,0.803654457,0.739105495,Nigeria
NGA_SCH_009289_ADM_2019,NGA_SCH_009289,2019/2020,1579,1358,1260,0.860425386,0.927957698,Nigeria
NGA_SCH_007076_ADM_2022,NGA_SCH_007076,2022/2023,1252,527,399,0.421160261,0.758595766,Nigeria
NGA_SCH_006247_ADM_2020,NGA_SCH_006247,2020/2021,220,145,111,0.660938682,0.76999714,Nigeria
NGA_SCH_002719_ADM_2023,NGA_SCH_002719,2023/2024,113,83,76,0.737754033,0.919912329,Nigeria
NGA_SCH_000568_ADM_2022,NGA_SCH_000568,2022/2023,1787,1015,765,0.568332559,0.754449779,Nigeria
NGA_SCH_006726_ADM_2021,NGA_SCH_006726,2021/2022,833,570,503,0.685274187,0.883939169,Nigeria
NGA_SCH_010117_ADM_2022,NGA_SCH_010117,2022/2023,1183,773,572,0.653549344,0.73998318,Nigeria
NGA_SCH_002252_ADM_2017,NGA_SCH_002252,2017/2018,277,236,176,0.852172301,0.748026389,Nigeria
NGA_SCH_006853_ADM_2019,NGA_SCH_006853,2019/2020,350,255,184,0.729785857,0.724338211,Nigeria
NGA_SCH_006356_ADM_2020,NGA_SCH_006356,2020/2021,1273,972,686,0.763849694,0.705877963,Nigeria
NGA_SCH_008559_ADM_2017,NGA_SCH_008559,2017/2018,1583,900,782,0.568786415,0.86930253,Nigeria
NGA_SCH_008155_ADM_2018,NGA_SCH_008155,2018/2019,549,414,346,0.755445597,0.837525507,Nigeria
NGA_SCH_007327_ADM_2016,NGA_SCH_007327,2016/2017,1217,807,725,0.663837141,0.898567617,Nigeria
NGA_SCH_001045_ADM_2019,NGA_SCH_001045,2019/2020,516,481,417,0.932821322,0.867150595,Nigeria
NGA_SCH_007168_ADM_2018,NGA_SCH_007168,2018/2019,1785,1005,922,0.563276495,0.917568166,Nigeria
NGA_SCH_004146_ADM_2024,NGA_SCH_004146,2024/2025,1653,1045,872,0.632227434,0.835177408,Nigeria
NGA_SCH_002316_ADM_2023,NGA_SCH_002316,2023/2024,1106,872,717,0.78915,0.822282199,Nigeria
NGA_SCH_007783_ADM_2017,NGA_SCH_007783,2017/2018,865,420,338,0.486224101,0.8052166,Nigeria
NGA_SCH_001769_ADM_2022,NGA_SCH_001769,2022/2023,1004,797,703,0.794242946,0.882891236,Nigeria
NGA_SCH_004285_ADM_2022,NGA_SCH_004285,2022/2023,798,578,529,0.725043049,0.916727833,Nigeria
NGA_SCH_003731_ADM_2016,NGA_SCH_003731,2016/2017,686,311,237,0.454240748,0.763826092,Nigeria
NGA_SCH_007965_ADM_2022,NGA_SCH_007965,2022/2023,649,614,,0.947239393,0.921614805,Nigeria
NGA_SCH_003099_ADM_2015,NGA_SCH_003099,2015/2016,1898,1654,1406,0.871719019,,Nigeria
NGA_SCH_011405_ADM_2019,NGA_SCH_011405,2019/2020,1584,796,602,0.502576445,0.756636097,Nigeria
NGA_SCH_008566_ADM_2020,NGA_SCH_008566,2020/2021,1417,806,636,0.568895322,0.790221356,Nigeria
NGA_SCH_011093_ADM_2022,NGA_SCH_011093,2022/2023,91,51,46,0.563077252,0.906118223,Nigeria
NGA_SCH_004050_ADM_2021,NGA_SCH_004050,2021/2022,1305,776,543,0.59473063,0.700588279,Nigeria
NGA_SCH_001249_ADM_2015,NGA_SCH_001249,2015/2016,1049,792,715,0.75513034,0.903204531,Nigeria
NGA_SCH_005169_ADM_2016,NGA_SCH_005169,2016/2017,882,662,490,0.751124041,0.740691421,Nigeria
NGA_SCH_002501_ADM_2014,NGA_SCH_002501,2014/2015,824,582,455,0.706363827,0.78298392,Nigeria
NGA_SCH_006022_ADM_2021,NGA_SCH_006022,2021/2022,1596,1123,807,0.704009292,0.719263058,Nigeria
NGA_SCH_007827_ADM_2014,NGA_SCH_007827,2014/2015,1748,1598,1333,0.914758665,0.834246911,Nigeria
NGA_SCH_010937_ADM_2015,NGA_SCH_010937,2015/2016,1414,1187,855,0.839583726,0.720556068,Nigeria
NGA_SCH_009789_ADM_2018,NGA_SCH_009789,2018/2019,1851,1695,1217,0.916098505,0.718394116,Nigeria
NGA_SCH_002338_ADM_2024,NGA_SCH_002338,2024/2025,1870,1760,1467,0.94148838,0.833892035,Nigeria
NGA_SCH_008007_ADM_2022,NGA_SCH_008007,2022/2023,1204,905,835,0.751761124,0.923224753,Nigeria
NGA_SCH_003422_ADM_2021,NGA_SCH_003422,2021/2022,406,252,187,0.621100758,0.742110259,Nigeria
NGA_SCH_000270_ADM_2015,NGA_SCH_000270,2015/2016,1378,843,678,0.611808368,0.804470999,Nigeria
NGA_SCH_003225_ADM_2016,NGA_SCH_003225,2016/2017,494,332,235,0.672802398,,Nigeria
NGA_SCH_003615_ADM_2015,NGA_SCH_003615,2015/2016,644,513,456,0.796996707,0.889836874,Nigeria
NGA_SCH_008654_ADM_2022,NGA_SCH_008654,2022/2023,1929,1815,1724,0.94139986,0.949901049,Nigeria
NGA_SCH_004907_ADM_2018,NGA_SCH_004907,2018/2019,189,155,,0.822127916,0.822300097,Nigeria
NGA_SCH_009676_ADM_2023,NGA_SCH_009676,2023/2024,489,208,154,0.426658576,0.741373772,Nigeria
NGA_SCH_002203_ADM_2024,NGA_SCH_002203,2024/2025,1273,711,641,0.559293452,0.902930593,Nigeria
NGA_SCH_002681_ADM_2020,NGA_SCH_002681,2020/2021,1797,1444,1352,0.804026778,0.936350998,Nigeria
NGA_SCH_006345_ADM_2021,NGA_SCH_006345,2021/2022,683,406,298,0.595765851,0.735501576,Nigeria
NGA_SCH_008378_ADM_2017,NGA_SCH_008378,2017/2018,977,824,774,0.843468116,0.939639696,Nigeria
NGA_SCH_010006_ADM_2016,NGA_SCH_010006,2016/2017,1675,1467,1324,0.876148129,,Nigeria
NGA_SCH_009106_ADM_2018,NGA_SCH_009106,2018/2019,1184,499,372,0.422275093,0.747047775,Nigeria
NGA_SCH_002979_ADM_2024,NGA_SCH_002979,2024/2025,1236,575,506,0.465483512,0.880439831,Nigeria
NGA_SCH_001625_ADM_2022,NGA_SCH_001625,2022/2023,455,340,268,0.749034464,0.791067154,Nigeria
NGA_SCH_004970_ADM_2018,NGA_SCH_004970,2018/2019,1254,756,694,0.603027162,0.918280316,Nigeria
NGA_SCH_006704_ADM_2019,NGA_SCH_006704,2019/2020,744,454,378,0.61106531,0.83353053,Nigeria
NGA_SCH_006767_ADM_2017,NGA_SCH_006767,2017/2018,89,63,48,0.719045546,0.773316417,Nigeria
NGA_SCH_009858_ADM_2022,NGA_SCH_009858,2022/2023,440,410,304,0.933344667,0.741597577,Nigeria
