school_id,num_applications,num_accepted,num_enrolled,acceptance_rate,enrollment_rate,cal_year
NGA_SCH_004828,1482.0,978.0,847.0,66.0,86.6,2016
NGA_SCH_008140,176.0,102.0,78.0,58.0,76.5,2016
NGA_SCH_010901,774.0,609.0,563.0,78.7,92.4,2016
NGA_SCH_010920,1029.4926440539436,72.0,58.0,7.0,80.6,2016
NGA_SCH_000066,764.0,465.0,348.0,60.9,74.8,2016
NGA_SCH_002434,1723.0,1383.0,1255.0,80.3,90.7,2016
NGA_SCH_003608,147.0,88.0,68.0,59.9,77.3,2016
NGA_SCH_004740,1824.0,1415.0,1319.0,77.6,93.2,2016
NGA_SCH_000013,1176.0,525.0,374.0,44.6,71.2,2016
NGA_SCH_007266,527.0,344.0,274.0,65.3,79.7,2016
NGA_SCH_004644,720.0,519.0,416.0,72.1,80.2,2016
NGA_SCH_010381,1794.0,1014.0,844.0,56.5,83.2,2016
NGA_SCH_008165,337.0,236.0,169.0,70.0,71.6,2016
NGA_SCH_002946,822.0,597.0,419.0,72.6,70.2,2016
NGA_SCH_004317,325.0,163.0,571.2093307527758,50.2,350.4,2016
NGA_SCH_000961,815.0,346.0,291.0,42.5,84.1,2016
NGA_SCH_000178,1103.0,678.0,592.0,61.5,87.3,2016
NGA_SCH_000046,1964.0,1863.0,1467.0,94.9,78.7,2016
NGA_SCH_009476,1661.0,1015.0,747.0,61.1,73.6,2016
NGA_SCH_011165,1029.4926440539436,776.0,619.0,75.4,79.8,2016
NGA_SCH_008205,887.0,517.0,407.0,58.3,78.7,2016
NGA_SCH_010737,599.0,473.0,427.0,79.0,90.3,2016
NGA_SCH_000502,1029.4926440539436,711.0,555.0,69.1,78.1,2016
NGA_SCH_001098,201.0,157.0,117.0,78.1,74.5,2016
NGA_SCH_004460,1197.0,854.0,731.0,71.3,85.6,2016
NGA_SCH_004416,550.0,484.0,447.0,88.0,92.4,2016
NGA_SCH_007892,685.0,538.0,444.0,78.5,82.5,2016
NGA_SCH_000599,1408.0,779.0,664.0,55.3,85.2,2016
NGA_SCH_006481,1120.0,807.0,713.0,72.1,88.4,2016
NGA_SCH_005583,647.0,405.0,312.0,62.6,77.0,2016
NGA_SCH_001441,581.0,380.0,353.0,65.4,92.9,2016
NGA_SCH_003425,1499.0,1154.0,846.0,77.0,73.3,2016
NGA_SCH_004429,1267.0,993.0,938.0,78.4,94.5,2016
NGA_SCH_004301,928.0,774.0,709.0,83.4,91.6,2016
NGA_SCH_008671,1021.0,691.0,579.0,67.7,83.8,2016
NGA_SCH_010524,1646.0,1128.0,891.0,68.5,79.0,2016
NGA_SCH_000440,1768.0,1281.0,1058.0,72.5,82.6,2016
NGA_SCH_004520,404.0,249.0,217.0,61.6,87.1,2016
NGA_SCH_003552,471.0,367.0,262.0,77.9,71.4,2016
NGA_SCH_004663,758.0,453.0,375.0,59.8,82.8,2016
NGA_SCH_004208,1973.0,1434.0,1083.0,72.7,75.5,2016
NGA_SCH_002309,444.0,350.0,290.0,78.8,82.9,2016
NGA_SCH_005286,511.0,356.0,252.0,69.7,70.8,2016
NGA_SCH_010062,734.0,414.0,367.0,56.4,88.6,2016
NGA_SCH_000195,938.0,405.0,353.0,43.2,87.2,2016
NGA_SCH_007233,105.0,59.0,48.0,56.2,81.4,2016
NGA_SCH_002821,1334.0,730.0,678.0,54.7,92.9,2016
NGA_SCH_010900,1222.0,624.0,579.0,51.1,92.8,2016
NGA_SCH_002186,1304.0,1085.0,1004.0,83.2,92.5,2016
NGA_SCH_004276,1967.0,1230.0,1077.0,62.5,87.6,2016
NGA_SCH_009520,828.0,671.0,560.0,81.0,83.5,2016
NGA_SCH_011083,262.0,239.0,187.0,91.2,78.2,2016
NGA_SCH_004071,995.0,571.0,465.0,57.4,81.4,2016
NGA_SCH_001941,1193.0,1026.0,748.0,86.0,72.9,2016
NGA_SCH_000029,116.0,87.0,571.2093307527758,75.0,656.6,2016
NGA_SCH_005561,1886.0,1231.0,967.0,65.3,78.6,2016
NGA_SCH_008271,1213.0,577.0,415.0,47.6,71.9,2016
NGA_SCH_009192,467.0,366.0,266.0,78.4,72.7,2016
NGA_SCH_011735,797.0,381.0,310.0,47.8,81.4,2016
NGA_SCH_008233,976.0,393.0,330.0,40.3,84.0,2016
NGA_SCH_003027,1435.0,691.9029827954799,471.0,48.2,68.1,2016
NGA_SCH_003659,1029.4926440539436,71.0,58.0,6.9,81.7,2016
NGA_SCH_008999,266.0,243.0,230.0,91.4,94.7,2016
NGA_SCH_001506,159.0,93.0,86.0,58.5,92.5,2016
NGA_SCH_008576,168.0,78.0,55.0,46.4,70.5,2016
NGA_SCH_005885,1646.0,1105.0,943.0,67.1,85.3,2016
NGA_SCH_001350,1240.0,767.0,548.0,61.9,71.4,2016
NGA_SCH_011342,401.0,261.0,187.0,65.1,71.6,2016
NGA_SCH_003559,397.0,264.0,200.0,66.5,75.8,2016
NGA_SCH_003418,1713.0,1168.0,571.2093307527758,68.2,48.9,2016
NGA_SCH_001980,1298.0,830.0,637.0,63.9,76.7,2016
NGA_SCH_000936,669.0,306.0,231.0,45.7,75.5,2016
NGA_SCH_000540,1850.0,1385.0,1236.0,74.9,89.2,2016
NGA_SCH_007693,1029.4926440539436,1236.0,1058.0,120.1,85.6,2016
NGA_SCH_010503,864.0,566.0,430.0,65.5,76.0,2016
NGA_SCH_005344,917.0,491.0,411.0,53.5,83.7,2016
NGA_SCH_005190,803.0,540.0,407.0,67.2,75.4,2016
NGA_SCH_008329,458.0,263.0,229.0,57.4,87.1,2016
NGA_SCH_000762,1957.0,1497.0,1243.0,76.5,83.0,2016
NGA_SCH_007153,1319.0,845.0,717.0,64.1,84.9,2016
NGA_SCH_009878,1029.4926440539436,286.0,256.0,27.8,89.5,2016
NGA_SCH_003768,1585.0,1078.0,961.0,68.0,89.1,2016
NGA_SCH_009641,1053.0,727.0,675.0,69.0,92.8,2016
NGA_SCH_005835,531.0,303.0,245.0,57.1,80.9,2016
NGA_SCH_004712,1735.0,1642.0,1330.0,94.6,81.0,2016
NGA_SCH_008186,1567.0,890.0,812.0,56.8,91.2,2016
NGA_SCH_007575,85.0,41.0,30.0,48.2,73.2,2016
NGA_SCH_008071,405.0,222.0,210.0,54.8,94.6,2016
NGA_SCH_011382,724.0,672.0,484.0,92.8,72.0,2016
NGA_SCH_001818,286.0,271.0,219.0,94.8,80.8,2016
NGA_SCH_005283,1333.0,643.0,592.0,48.2,92.1,2016
NGA_SCH_006956,1684.0,1182.0,999.0,70.2,84.5,2016
NGA_SCH_004724,374.0,193.0,181.0,51.6,93.8,2016
NGA_SCH_004889,1945.0,1094.0,975.0,56.2,89.1,2016
NGA_SCH_006376,1300.0,984.0,736.0,75.7,74.8,2016
NGA_SCH_003473,1861.0,1681.0,1408.0,90.3,83.8,2016
NGA_SCH_006126,863.0,535.0,438.0,62.0,81.9,2016
NGA_SCH_004585,1302.0,809.0,674.0,62.1,83.3,2016
NGA_SCH_001365,428.0,185.0,142.0,43.2,76.8,2016
NGA_SCH_004580,1163.0,973.0,859.0,83.7,88.3,2016
NGA_SCH_003200,786.0,528.0,425.0,67.2,80.5,2016
NGA_SCH_011414,77.0,36.0,32.0,46.8,88.9,2016
NGA_SCH_008212,81.0,53.0,39.0,65.4,73.6,2016
NGA_SCH_005229,1018.0,817.0,763.0,80.3,93.4,2016
NGA_SCH_000199,1886.0,1260.0,923.0,66.8,73.3,2016
NGA_SCH_011440,654.0,344.0,289.0,52.6,84.0,2016
NGA_SCH_001706,1676.0,1530.0,1309.0,91.3,85.6,2016
NGA_SCH_003965,297.0,159.0,144.0,53.5,90.6,2016
NGA_SCH_005088,1847.0,1533.0,1140.0,83.0,74.4,2016
NGA_SCH_001690,1908.0,851.0,745.0,44.6,87.5,2016
NGA_SCH_007527,76.0,38.0,27.0,50.0,71.1,2016
NGA_SCH_002143,1570.0,1367.0,1179.0,87.1,86.2,2016
NGA_SCH_005770,1841.0,1414.0,1034.0,76.8,73.1,2016
NGA_SCH_011404,172.0,140.0,128.0,81.4,91.4,2016
NGA_SCH_000988,945.0,754.0,647.0,79.8,85.8,2016
NGA_SCH_005878,756.0,314.0,288.0,41.5,91.7,2016
NGA_SCH_005031,1360.0,1221.0,875.0,89.8,71.7,2016
NGA_SCH_007908,1341.0,971.0,769.0,72.4,79.2,2016
NGA_SCH_009234,708.0,430.0,313.0,60.7,72.8,2016
NGA_SCH_005854,1505.0,1371.0,1287.0,91.1,93.9,2016
NGA_SCH_003267,1029.4926440539436,670.0,494.0,65.1,73.7,2016
NGA_SCH_004934,657.0,376.0,313.0,57.2,83.2,2016
NGA_SCH_002379,954.0,804.0,571.0,84.3,71.0,2016
NGA_SCH_009222,221.0,191.0,163.0,86.4,85.3,2016
NGA_SCH_009866,368.0,279.0,255.0,75.8,91.4,2016
NGA_SCH_001481,903.0,585.0,555.0,64.8,94.9,2016
NGA_SCH_003826,369.0,263.0,231.0,71.3,87.8,2016
NGA_SCH_005833,1812.0,1382.0,1307.0,76.3,94.6,2016
NGA_SCH_005683,1348.0,893.0,741.0,66.2,83.0,2016
NGA_SCH_008901,523.0,465.0,326.0,88.9,70.1,2016
NGA_SCH_007137,1473.0,848.0,767.0,57.6,90.4,2016
NGA_SCH_007403,998.0,922.0,654.0,92.4,70.9,2016
NGA_SCH_008455,358.0,244.0,225.0,68.2,92.2,2016
NGA_SCH_003812,181.0,85.0,62.0,47.0,72.9,2016
NGA_SCH_007765,1272.0,538.0,383.0,42.3,71.2,2016
NGA_SCH_010411,844.0,743.0,538.0,88.0,72.4,2016
NGA_SCH_011483,796.0,533.0,443.0,67.0,83.1,2016
NGA_SCH_001429,193.0,124.0,92.0,64.2,74.2,2016
NGA_SCH_004046,1757.0,938.0,704.0,53.4,75.1,2016
NGA_SCH_009988,1125.0,790.0,661.0,70.2,83.7,2016
NGA_SCH_001287,1096.0,554.0,399.0,50.5,72.0,2016
NGA_SCH_003770,571.0,517.0,370.0,90.5,71.6,2016
NGA_SCH_002059,1392.0,1124.0,883.0,80.7,78.6,2016
NGA_SCH_009726,694.0,648.0,498.0,93.4,76.9,2016
NGA_SCH_003937,1486.0,1394.0,1209.0,93.8,86.7,2016
NGA_SCH_005342,1729.0,1316.0,965.0,76.1,73.3,2016
NGA_SCH_007614,710.0,375.0,337.0,52.8,89.9,2016
NGA_SCH_001356,408.0,198.0,165.0,48.5,83.3,2016
NGA_SCH_007681,332.0,254.0,203.0,76.5,79.9,2016
NGA_SCH_002054,749.0,382.0,334.0,51.0,87.4,2016
NGA_SCH_000734,959.0,453.0,376.0,47.2,83.0,2016
NGA_SCH_001957,1820.0,894.0,700.0,49.1,78.3,2016
NGA_SCH_010410,586.0,369.0,571.2093307527758,63.0,154.8,2016
NGA_SCH_000596,508.0,310.0,571.2093307527758,61.0,184.3,2016
NGA_SCH_003991,1290.0,542.0,402.0,42.0,74.2,2016
NGA_SCH_004975,1437.0,834.0,761.0,58.0,91.2,2016
NGA_SCH_002666,1306.0,621.0,468.0,47.5,75.4,2016
NGA_SCH_006204,1334.0,1131.0,571.2093307527758,84.8,50.5,2016
NGA_SCH_009468,983.0,537.0,488.0,54.6,90.9,2016
NGA_SCH_007325,145.0,87.0,70.0,60.0,80.5,2016
NGA_SCH_005762,442.0,374.0,311.0,84.6,83.2,2016
NGA_SCH_002476,1196.0,610.0,520.0,51.0,85.2,2016
NGA_SCH_005307,1240.0,725.0,622.0,58.5,85.8,2016
NGA_SCH_009994,1654.0,709.0,637.0,42.9,89.8,2016
NGA_SCH_009705,750.0,371.0,285.0,49.5,76.8,2016
NGA_SCH_001177,1080.0,611.0,535.0,56.6,87.6,2016
NGA_SCH_010461,528.0,365.0,267.0,69.1,73.2,2016
NGA_SCH_002725,556.0,347.0,322.0,62.4,92.8,2016
NGA_SCH_005834,1933.0,1585.0,1335.0,82.0,84.2,2016
NGA_SCH_004496,1515.0,1103.0,796.0,72.8,72.2,2016
NGA_SCH_006239,835.0,667.0,598.0,79.9,89.7,2016
NGA_SCH_003854,1197.0,641.0,584.0,53.6,91.1,2016
NGA_SCH_000783,1332.0,760.0,644.0,57.1,84.7,2016
NGA_SCH_005432,1111.0,770.0,554.0,69.3,71.9,2016
NGA_SCH_005224,50.0,30.0,25.0,60.0,83.3,2016
NGA_SCH_006267,206.0,182.0,151.0,88.3,83.0,2016
NGA_SCH_001763,1009.0,880.0,818.0,87.2,93.0,2016
NGA_SCH_001341,1452.0,813.0,662.0,56.0,81.4,2016
NGA_SCH_010596,417.0,348.0,276.0,83.5,79.3,2016
NGA_SCH_010185,315.0,183.0,162.0,58.1,88.5,2016
NGA_SCH_004498,1599.0,1089.0,880.0,68.1,80.8,2016
NGA_SCH_009892,295.0,250.0,186.0,84.7,74.4,2016
NGA_SCH_002562,1504.0,876.0,724.0,58.2,82.6,2016
NGA_SCH_003911,1708.0,1216.0,945.0,71.2,77.7,2016
NGA_SCH_009672,764.0,316.0,272.0,41.4,86.1,2016
NGA_SCH_001069,1361.0,594.0,484.0,43.6,81.5,2016
NGA_SCH_011353,1009.0,522.0,421.0,51.7,80.7,2016
NGA_SCH_001342,94.0,80.0,64.0,85.1,80.0,2016
NGA_SCH_003160,1649.0,1043.0,897.0,63.3,86.0,2016
NGA_SCH_006890,206.0,171.0,128.0,83.0,74.9,2016
NGA_SCH_005767,1619.0,811.0,704.0,50.1,86.8,2016
NGA_SCH_001395,784.0,526.0,469.0,67.1,89.2,2016
NGA_SCH_001066,234.0,123.0,92.0,52.6,74.8,2016
NGA_SCH_011265,239.0,153.0,135.0,64.0,88.2,2016
NGA_SCH_009133,1810.0,860.0,802.0,47.5,93.3,2016
NGA_SCH_000789,1483.0,889.0,803.0,59.9,90.3,2016
NGA_SCH_001996,1550.0,1087.0,784.0,70.1,72.1,2016
NGA_SCH_009941,506.0,314.0,271.0,62.1,86.3,2016
NGA_SCH_006065,1474.0,1154.0,929.0,78.3,80.5,2016
NGA_SCH_008668,293.0,244.0,184.0,83.3,75.4,2016
NGA_SCH_003638,311.0,138.0,129.0,44.4,93.5,2016
NGA_SCH_009452,1877.0,1184.0,1051.0,63.1,88.8,2016
NGA_SCH_008023,711.0,607.0,462.0,85.4,76.1,2016
NGA_SCH_004671,1041.0,482.0,410.0,46.3,85.1,2016
NGA_SCH_001126,398.0,206.0,181.0,51.8,87.9,2016
NGA_SCH_005705,1249.0,622.0,586.0,49.8,94.2,2016
NGA_SCH_004821,1153.0,465.0,347.0,40.3,74.6,2016
NGA_SCH_009648,1632.0,1085.0,954.0,66.5,87.9,2016
NGA_SCH_010036,1029.4926440539436,1080.0,813.0,104.9,75.3,2016
NGA_SCH_006562,306.0,186.0,169.0,60.8,90.9,2016
NGA_SCH_011162,386.0,306.0,289.0,79.3,94.4,2016
NGA_SCH_002003,1865.0,1094.0,935.0,58.7,85.5,2016
NGA_SCH_007174,1387.0,747.0,655.0,53.9,87.7,2016
NGA_SCH_007448,1029.4926440539436,530.0,390.0,51.5,73.6,2016
NGA_SCH_007142,899.0,472.0,363.0,52.5,76.9,2016
NGA_SCH_006615,171.0,145.0,112.0,84.8,77.2,2016
NGA_SCH_000152,1428.0,1308.0,1051.0,91.6,80.4,2016
NGA_SCH_006316,1833.0,1353.0,1151.0,73.8,85.1,2016
NGA_SCH_004555,1453.0,938.0,690.0,64.6,73.6,2016
NGA_SCH_001661,1489.0,951.0,571.2093307527758,63.9,60.1,2016
NGA_SCH_009667,1818.0,1199.0,1006.0,66.0,83.9,2016
NGA_SCH_005530,1895.0,1358.0,1268.0,71.7,93.4,2016
NGA_SCH_011311,575.0,408.0,288.0,71.0,70.6,2016
NGA_SCH_007214,1094.0,1028.0,900.0,94.0,87.5,2016
NGA_SCH_009297,1013.0,623.0,469.0,61.5,75.3,2017
NGA_SCH_007266,254.0,109.0,83.0,42.9,76.1,2017
NGA_SCH_009385,1586.0,888.0,794.0,56.0,89.4,2017
NGA_SCH_004983,729.0,332.0,302.0,45.5,91.0,2017
NGA_SCH_007494,614.0,454.0,420.0,73.9,92.5,2017
NGA_SCH_005870,1110.0,1041.0,830.0,93.8,79.7,2017
NGA_SCH_001229,235.0,203.0,181.0,86.4,89.2,2017
NGA_SCH_003892,1360.0,820.0,701.0,60.3,85.5,2017
NGA_SCH_001360,1179.0,476.0,345.0,40.4,72.5,2017
NGA_SCH_007041,1663.0,673.0,473.0,40.5,70.3,2017
NGA_SCH_006919,975.0,480.0,425.0,49.2,88.5,2017
NGA_SCH_002523,844.0,670.0,488.0,79.4,72.8,2017
NGA_SCH_006595,1768.0,1236.0,938.0,69.9,75.9,2017
NGA_SCH_010482,487.0,412.0,388.0,84.6,94.2,2017
NGA_SCH_008976,608.0,359.0,301.0,59.0,83.8,2017
NGA_SCH_002170,1525.0,1130.0,938.0,74.1,83.0,2017
NGA_SCH_000820,1898.0,1147.0,935.0,60.4,81.5,2017
NGA_SCH_009040,1350.0,955.0,886.0,70.7,92.8,2017
NGA_SCH_006361,1442.0,759.0,548.0,52.6,72.2,2017
NGA_SCH_010538,608.0,523.0,435.0,86.0,83.2,2017
NGA_SCH_005399,1250.0,1061.0,981.0,84.9,92.5,2017
NGA_SCH_009521,1409.0,648.0,457.0,46.0,70.5,2017
NGA_SCH_003916,1798.0,1322.0,1055.0,73.5,79.8,2017
NGA_SCH_010995,563.0,385.0,285.0,68.4,74.0,2017
NGA_SCH_008275,1867.0,1186.0,963.0,63.5,81.2,2017
NGA_SCH_006081,1819.0,794.0,669.0,43.7,84.3,2017
NGA_SCH_010948,1590.0,1088.0,875.0,68.4,80.4,2017
NGA_SCH_003600,1972.0,1067.0,807.0,54.1,75.6,2017
NGA_SCH_008507,1533.0,1435.0,1243.0,93.6,86.6,2017
NGA_SCH_009053,850.0,694.0,532.0,81.6,76.7,2017
NGA_SCH_000471,1496.0,658.0,522.0,44.0,79.3,2017
NGA_SCH_001092,1024.0,557.0,393.0,54.4,70.6,2017
NGA_SCH_002515,1186.0,596.0,571.2093307527758,50.3,95.8,2017
NGA_SCH_010351,1378.0,1191.0,1061.0,86.4,89.1,2017
NGA_SCH_010432,242.0,229.0,197.0,94.6,86.0,2017
NGA_SCH_001053,579.0,435.0,399.0,75.1,91.7,2017
NGA_SCH_008143,367.0,283.0,236.0,77.1,83.4,2017
NGA_SCH_011494,1152.0,1041.0,784.0,90.4,75.3,2017
NGA_SCH_011408,1370.0,1125.0,1043.0,82.1,92.7,2017
NGA_SCH_011486,1835.0,1068.0,777.0,58.2,72.8,2017
NGA_SCH_007757,1566.0,1339.0,1193.0,85.5,89.1,2017
NGA_SCH_005466,1656.0,876.0,617.0,52.9,70.4,2017
NGA_SCH_001634,505.0,471.0,420.0,93.3,89.2,2017
NGA_SCH_006751,233.0,205.0,193.0,88.0,94.1,2017
NGA_SCH_003173,216.0,87.0,82.0,40.3,94.3,2017
NGA_SCH_007525,960.0,903.0,846.0,94.1,93.7,2017
NGA_SCH_001290,323.0,246.0,229.0,76.2,93.1,2017
NGA_SCH_004037,1817.0,1694.0,1210.0,93.2,71.4,2017
NGA_SCH_004599,969.0,913.0,718.0,94.2,78.6,2017
NGA_SCH_000431,1961.0,1682.0,1592.0,85.8,94.6,2017
NGA_SCH_010294,1862.0,1052.0,833.0,56.5,79.2,2017
NGA_SCH_011741,698.0,527.0,405.0,75.5,76.9,2017
NGA_SCH_002743,1456.0,786.0,700.0,54.0,89.1,2017
NGA_SCH_011618,889.0,621.0,546.0,69.9,87.9,2017
NGA_SCH_009204,1421.0,704.0,630.0,49.5,89.5,2017
NGA_SCH_006663,610.0,475.0,381.0,77.9,80.2,2017
NGA_SCH_008426,131.0,79.0,60.0,60.3,75.9,2017
NGA_SCH_001475,211.0,134.0,95.0,63.5,70.9,2017
NGA_SCH_006380,383.0,363.0,299.0,94.8,82.4,2017
NGA_SCH_002539,59.0,38.0,35.0,64.4,92.1,2017
NGA_SCH_000751,983.0,891.0,663.0,90.6,74.4,2017
NGA_SCH_000184,961.0,861.0,782.0,89.6,90.8,2017
NGA_SCH_011750,835.0,637.0,560.0,76.3,87.9,2017
NGA_SCH_007577,913.0,839.0,699.0,91.9,83.3,2017
NGA_SCH_000018,314.0,180.0,168.0,57.3,93.3,2017
NGA_SCH_007178,1018.0,932.0,728.0,91.6,78.1,2017
NGA_SCH_011118,1029.4926440539436,1095.0,801.0,106.4,73.2,2017
NGA_SCH_000324,1138.0,963.0,879.0,84.6,91.3,2017
NGA_SCH_008063,1409.0,673.0,477.0,47.8,70.9,2017
NGA_SCH_004122,1077.0,437.0,376.0,40.6,86.0,2017
NGA_SCH_006205,995.0,491.0,366.0,49.3,74.5,2017
NGA_SCH_002703,1571.0,1273.0,1169.0,81.0,91.8,2017
NGA_SCH_006656,655.0,619.0,532.0,94.5,85.9,2017
NGA_SCH_003035,1801.0,1182.0,1057.0,65.6,89.4,2017
NGA_SCH_011209,322.0,130.0,119.0,40.4,91.5,2017
NGA_SCH_011054,1652.0,728.0,676.0,44.1,92.9,2017
NGA_SCH_006940,1454.0,975.0,915.0,67.1,93.8,2017
NGA_SCH_004249,983.0,397.0,347.0,40.4,87.4,2017
NGA_SCH_005912,1653.0,913.0,804.0,55.2,88.1,2017
NGA_SCH_009166,1001.0,563.0,517.0,56.2,91.8,2017
NGA_SCH_010214,855.0,616.0,514.0,72.0,83.4,2017
NGA_SCH_002856,517.0,319.0,230.0,61.7,72.1,2017
NGA_SCH_008166,350.0,239.0,182.0,68.3,76.2,2017
NGA_SCH_002643,1618.0,943.0,881.0,58.3,93.4,2017
NGA_SCH_011501,419.0,207.0,170.0,49.4,82.1,2017
NGA_SCH_003722,1307.0,1240.0,888.0,94.9,71.6,2017
NGA_SCH_002964,1835.0,1736.0,1581.0,94.6,91.1,2017
NGA_SCH_001843,1137.0,645.0,493.0,56.7,76.4,2017
NGA_SCH_005049,1321.0,714.0,633.0,54.0,88.7,2017
NGA_SCH_008650,660.0,272.0,217.0,41.2,79.8,2017
NGA_SCH_011331,886.0,368.0,307.0,41.5,83.4,2017
NGA_SCH_005959,1128.0,461.0,435.0,40.9,94.4,2017
NGA_SCH_009326,1624.0,652.0,572.0,40.1,87.7,2017
NGA_SCH_010017,884.0,479.0,363.0,54.2,75.8,2017
NGA_SCH_003586,1500.0,1093.0,848.0,72.9,77.6,2017
NGA_SCH_006965,932.0,796.0,725.0,85.4,91.1,2017
NGA_SCH_003231,1171.0,1014.0,910.0,86.6,89.7,2017
NGA_SCH_004771,960.0,407.0,305.0,42.4,74.9,2017
NGA_SCH_000370,1395.0,873.0,683.0,62.6,78.2,2017
NGA_SCH_003321,57.0,29.0,26.0,50.9,89.7,2017
NGA_SCH_011046,1892.0,1345.0,1127.0,71.1,83.8,2017
NGA_SCH_005835,721.0,323.0,271.0,44.8,83.9,2017
NGA_SCH_005433,1196.0,1040.0,782.0,87.0,75.2,2017
NGA_SCH_008101,1814.0,1350.0,1082.0,74.4,80.1,2017
NGA_SCH_002149,1314.0,656.0,497.0,49.9,75.8,2017
NGA_SCH_006054,930.0,785.0,577.0,84.4,73.5,2017
NGA_SCH_007094,715.0,389.0,320.0,54.4,82.3,2017
NGA_SCH_000906,1528.0,1288.0,1073.0,84.3,83.3,2017
NGA_SCH_007189,1701.0,1166.0,1023.0,68.5,87.7,2017
NGA_SCH_006698,267.0,213.0,195.0,79.8,91.5,2017
NGA_SCH_003719,1598.0,1324.0,1133.0,82.9,85.6,2017
NGA_SCH_010896,1824.0,1176.0,936.0,64.5,79.6,2017
NGA_SCH_004832,978.0,829.0,759.0,84.8,91.6,2017
NGA_SCH_004499,1912.0,1619.0,1294.0,84.7,79.9,2017
NGA_SCH_001663,1982.0,1285.0,1203.0,64.8,93.6,2017
NGA_SCH_001291,288.0,125.0,109.0,43.4,87.2,2017
NGA_SCH_010001,611.0,419.0,362.0,68.6,86.4,2017
NGA_SCH_005085,1632.0,731.0,677.0,44.8,92.6,2017
NGA_SCH_011632,1769.0,1663.0,1495.0,94.0,89.9,2017
NGA_SCH_006643,584.0,691.9029827954799,313.0,118.5,45.2,2017
NGA_SCH_000243,1602.0,879.0,782.0,54.9,89.0,2017
NGA_SCH_000570,334.0,172.0,134.0,51.5,77.9,2017
NGA_SCH_008242,207.0,120.0,101.0,58.0,84.2,2017
NGA_SCH_008671,1918.0,917.0,785.0,47.8,85.6,2017
NGA_SCH_003025,1752.0,757.0,610.0,43.2,80.6,2017
NGA_SCH_008356,607.0,339.0,304.0,55.8,89.7,2017
NGA_SCH_002068,1106.0,976.0,821.0,88.2,84.1,2017
NGA_SCH_003977,274.0,217.0,197.0,79.2,90.8,2017
NGA_SCH_002711,1150.0,1069.0,936.0,93.0,87.6,2017
NGA_SCH_002157,350.0,211.0,189.0,60.3,89.6,2017
NGA_SCH_011285,1959.0,1577.0,1265.0,80.5,80.2,2017
NGA_SCH_008886,818.0,380.0,281.0,46.5,73.9,2017
NGA_SCH_008998,1288.0,646.0,592.0,50.2,91.6,2017
NGA_SCH_011076,854.0,766.0,653.0,89.7,85.2,2017
NGA_SCH_007680,434.0,335.0,248.0,77.2,74.0,2017
NGA_SCH_005463,708.0,329.0,245.0,46.5,74.5,2017
NGA_SCH_002045,663.0,296.0,253.0,44.6,85.5,2017
NGA_SCH_000946,1719.0,1533.0,1144.0,89.2,74.6,2017
NGA_SCH_009808,1642.0,1205.0,853.0,73.4,70.8,2017
NGA_SCH_005719,690.0,288.0,233.0,41.7,80.9,2017
NGA_SCH_001966,263.0,207.0,180.0,78.7,87.0,2017
NGA_SCH_004263,1243.0,650.0,593.0,52.3,91.2,2017
NGA_SCH_008041,577.0,360.0,280.0,62.4,77.8,2017
NGA_SCH_004497,1939.0,1498.0,1245.0,77.3,83.1,2017
NGA_SCH_002532,672.0,584.0,527.0,86.9,90.2,2017
NGA_SCH_005797,279.0,192.0,145.0,68.8,75.5,2017
NGA_SCH_011692,1784.0,1296.0,1213.0,72.6,93.6,2017
NGA_SCH_009990,623.0,304.0,236.0,48.8,77.6,2017
NGA_SCH_004953,767.0,639.0,563.0,83.3,88.1,2017
NGA_SCH_009879,581.0,275.0,193.0,47.3,70.2,2017
NGA_SCH_007001,626.0,357.0,314.0,57.0,88.0,2017
NGA_SCH_010726,1182.0,575.0,408.0,48.6,71.0,2017
NGA_SCH_010163,864.0,442.0,354.0,51.2,80.1,2017
NGA_SCH_003615,1927.0,1714.0,1394.0,88.9,81.3,2017
NGA_SCH_009368,1842.0,943.0,754.0,51.2,80.0,2017
NGA_SCH_000797,567.0,230.0,181.0,40.6,78.7,2017
NGA_SCH_003242,1594.0,1490.0,1267.0,93.5,85.0,2017
NGA_SCH_005437,397.0,297.0,274.0,74.8,92.3,2017
NGA_SCH_011399,1006.0,592.0,444.0,58.8,75.0,2017
NGA_SCH_002731,738.0,406.0,295.0,55.0,72.7,2017
NGA_SCH_010443,1656.0,691.9029827954799,1340.0,41.8,193.7,2017
NGA_SCH_006164,884.0,529.0,413.0,59.8,78.1,2017
NGA_SCH_000070,1029.4926440539436,541.0,483.0,52.6,89.3,2017
NGA_SCH_008602,877.0,370.0,317.0,42.2,85.7,2017
NGA_SCH_010477,286.0,254.0,226.0,88.8,89.0,2017
NGA_SCH_006317,1260.0,870.0,571.2093307527758,69.0,65.7,2017
NGA_SCH_007417,140.0,87.0,68.0,62.1,78.2,2017
NGA_SCH_007141,443.0,291.0,223.0,65.7,76.6,2017
NGA_SCH_011403,1637.0,1331.0,1199.0,81.3,90.1,2017
NGA_SCH_006594,465.0,197.0,184.0,42.4,93.4,2017
NGA_SCH_007057,504.0,285.0,248.0,56.5,87.0,2017
NGA_SCH_004626,1538.0,917.0,685.0,59.6,74.7,2017
NGA_SCH_009886,667.0,515.0,475.0,77.2,92.2,2017
